,0,1,2,3,4,5,6,7
0,0.07348138471587198,0.08001306335728282,0.08001306335728282,0.1061397779229262,0.1061397779229262,0.07348138471587198,0.0016329196603527107,0.4790986283474853
1,0.08536064874093044,0.08820600369896145,0.08962868117797695,0.11381419832124058,0.11381419832124058,0.08536064874093044,0.0014226774790155072,0.4223929435197041
2,0.09740655059052722,0.09984171435529039,0.10105929623767199,0.12175818823815902,0.12175818823815902,0.09740655059052722,0.0012175818823815902,0.3595519298672836
3,0.0869376222560313,0.10867202782003911,0.13366659421864813,0.13257987394044773,0.13040643338404695,0.0869376222560313,0.0010867202782003911,0.31971310584655505
4,0.06462303231151616,0.08616404308202154,0.07125103562551781,0.09942004971002485,0.08285004142502071,0.10770505385252693,0.0016570008285004142,0.4863297431648716
5,0.08283347614967151,0.09140245644101684,0.08283347614967151,0.11425307055127105,0.09283061982290773,0.11425307055127105,0.0014281633818908881,0.4201656669522993
6,0.09408926417370325,0.10132689987937274,0.09408926417370325,0.13148371531966224,0.10253317249698432,0.12062726176115803,0.0012062726176115801,0.3546441495778046
7,0.08957811098590253,0.14929685164317089,0.1274765425568613,0.08354701837499712,0.09761717222822712,0.11484373203320838,0.0011484373203320838,0.33649213485730056
8,0.08441558441558442,0.11255411255411256,0.08441558441558442,0.17207792207792208,0.12445887445887446,0.10822510822510822,0.0010822510822510823,0.31277056277056275
9,0.0729442970822281,0.07957559681697612,0.10775862068965517,0.08289124668435012,0.10610079575596816,0.07128647214854111,0.0016578249336870025,0.4777851458885941
10,0.08461207514699556,0.09034848702136813,0.1147282374874516,0.09321669295855443,0.1147282374874516,0.08317797217840242,0.0014341029685931452,0.4177541947511832
11,0.09608367793724154,0.10094867428849427,0.1216249087813184,0.10338117246412065,0.12770615422038434,0.09486742884942835,0.001216249087813184,0.3541717343711992
12,0.08554412560909583,0.11153221440173254,0.12994044396318355,0.1461829994585815,0.12452625879805089,0.0844612885760693,0.0010828370330265296,0.3167298321602599
13,0.08955223880597014,0.05970149253731343,0.06965174129353234,0.03980099502487562,0.03980099502487562,0.08955223880597014,0.001990049751243781,0.609950248756219
14,0.100080064051241,0.040032025620496396,0.11008807045636508,0.0500400320256205,0.0500400320256205,0.06004803843074459,0.0020016012810248197,0.5876701361088871
15,0.08638065073423552,0.06478548805067665,0.07198387561186294,0.1295709761013533,0.1151742009789807,0.10077742585660812,0.0014396775122372588,0.4298877051540455
16,0.0810208628721896,0.07089325501316589,0.06076564715414219,0.0405104314360948,0.0405104314360948,0.10127607859023699,0.0020255215718047396,0.602997771926271
17,0.08860011813349085,0.04922228785193936,0.09844457570387873,0.04922228785193936,0.04922228785193936,0.06891120299271511,0.0019688915140775743,0.5944083481000196
18,0.09382217090069285,0.12990762124711316,0.05773672055427252,0.06495381062355658,0.11547344110854504,0.10825635103926098,0.001443418013856813,0.42840646651270214
19,0.079783969559347,0.1841168528292623,0.049097827421136615,0.018411685282926228,0.09819565484227323,0.1779796244016202,0.0012274456855284153,0.39118693997790593
20,0.06740345882973747,0.07582889118345465,0.06740345882973747,0.05897802647602028,0.1207218795660747,0.09436484236163245,0.0016850864707434368,0.5136143562825995
21,0.09624197983501374,0.09165902841429881,0.08402077604644057,0.07638252367858234,0.07638252367858234,0.10846318362358692,0.0015276504735716467,0.46532233424992364
22,0.10498355679230964,0.10118897040222616,0.09486465975208702,0.08854034910194788,0.08854034910194788,0.12775107513281053,0.0012648621300278269,0.39286617758664305
23,0.09311195871662553,0.08974646623289208,0.08974646623289208,0.15144716176800538,0.08974646623289208,0.13574153017724927,0.001121830827911151,0.3493381198115324
24,0.05367686527106817,0.10019681517266059,0.06262300948291287,0.044730721059223474,0.06262300948291287,0.12882447665056362,0.001789228842368939,0.5455358740382895
25,0.07774950523042126,0.11450381679389314,0.08481764206955048,0.07068136839129206,0.09895391574780889,0.1371218546791066,0.0014136273678258412,0.41475826972010177
26,0.0670644307350383,0.10059664610255745,0.05029832305127872,0.05197493381965468,0.1201146687562975,0.11736275378631703,0.0016766107683759575,0.49091163298048035
27,0.08740083366949038,0.12101653892698667,0.08740083366949038,0.08202232082829097,0.08202232082829097,0.1344628210299852,0.001344628210299852,0.40432970283716546
28,0.05805274506551667,0.09951899154088573,0.07298059379664953,0.06634599436059048,0.08956709238679715,0.09122574224581191,0.001658649859014762,0.5206501907447337
29,0.08121277747698971,0.11505143475906877,0.09339469409853818,0.08798050893340553,0.10693015701136979,0.10828370330265295,0.001353546291283162,0.40579317812669197
30,0.05534471853257432,0.08697027197975965,0.06325110689437065,0.07906388361796332,0.07906388361796332,0.14231499051233398,0.0015812776723592664,0.4924098671726755
31,0.0760841998478316,0.1141262997717474,0.0697438498605123,0.1141262997717474,0.10144559979710879,0.1394876997210246,0.00126806999746386,0.38371798123256406
32,0.08291873963515754,0.12437810945273632,0.14096185737976782,0.03316749585406302,0.04975124378109453,0.06633499170812604,0.001658374792703151,0.5008291873963516
33,0.09833486298675756,0.13111315064901008,0.1442244657139111,0.05900091779205454,0.07211223285695555,0.08522354792185656,0.0013111315064901008,0.40867969057296444
34,0.09364890175378852,0.08002724331687383,0.08854077983994552,0.06810829218457348,0.06810829218457348,0.06981099948918781,0.001702707304614337,0.5300527839264431
35,0.10523150932050511,0.09320505111244738,0.10072158749248346,0.08268190018039687,0.08268190018039687,0.08418520745640408,0.0015033072760072157,0.44978953698135893
36,0.10986328125,0.1123046875,0.106201171875,0.091552734375,0.103759765625,0.0927734375,0.001220703125,0.38232421874999994
37,0.07987497829484286,0.09897551658274006,0.06945650286508075,0.06945650286508075,0.06945650286508075,0.08682062858135094,0.0017364125716270186,0.5242229553741969
38,0.09080083358142305,0.10717475439118786,0.08484668055969039,0.08186960404882405,0.08186960404882405,0.09675498660315571,0.0014885382554331648,0.4551949985114618
39,0.10219530658591976,0.1286903860711582,0.09714862477920767,0.10724198839263184,0.09462528387585162,0.10724198839263184,0.0012616704516780217,0.361594751450921
40,0.11339705167665641,0.07289810464927912,0.0777579782925644,0.0971974728657055,0.10529726227118096,0.056698525838328205,0.0016199578810950916,0.4751336465251904
41,0.12174804562347816,0.08970908624887865,0.09355376137383058,0.12174804562347816,0.11534025374855825,0.07689350249903884,0.0012815583749839806,0.3797257465077535
42,0.06356641017062563,0.06858481097356976,0.06691201070592172,0.08364001338240215,0.1087320173971228,0.1087320173971228,0.001672800267648043,0.4981599197055872
43,0.09069449621070941,0.09442166728786185,0.09317927692881103,0.10063361908311592,0.12423903590508138,0.12423903590508138,0.0012423903590508137,0.3713504783202882
44,0.20267888614733875,0.07930912936200211,0.03524850193866761,0.07930912936200211,0.04406062742333451,0.03524850193866761,0.0017624250969333803,0.5223827987310539
45,0.19042437431991294,0.09521218715995647,0.06120783460282916,0.11561479869423286,0.06800870511425462,0.06120783460282916,0.0013601741022850923,0.40696409140369966
46,0.07388252678241596,0.08311784263021796,0.06464721093461397,0.05541189508681197,0.07388252678241596,0.10158847432582195,0.001847063169560399,0.5456224602881419
47,0.09935090740495431,0.10597430123195126,0.09272751357795735,0.0861041197509604,0.09935090740495431,0.11922108888594517,0.0013246787653993907,0.3959464829778778
48,0.07270964614638875,0.08078849571820973,0.08886734529003071,0.1211827435773146,0.10502504443367265,0.048473097430925836,0.0016157699143641946,0.4813378574890935
49,0.08670520231213873,0.09393063583815028,0.10115606936416185,0.12283236994219653,0.10838150289017341,0.057803468208092484,0.001445086705202312,0.4277456647398844
50,0.0949367088607595,0.10126582278481013,0.10759493670886076,0.13924050632911392,0.11392405063291139,0.06329113924050633,0.0012658227848101266,0.37848101265822787
51,0.05974735404574941,0.11949470809149881,0.09388869921474907,0.07681802663024924,0.09388869921474907,0.042676681461249574,0.001707067258449983,0.5117787640833049
52,0.08379888268156424,0.13268156424581007,0.11173184357541899,0.08379888268156424,0.11173184357541899,0.04189944134078212,0.0013966480446927375,0.4329608938547486
53,0.09808729769494849,0.08991335622036946,0.08173941474579041,0.06539153179663233,0.08991335622036946,0.07356547327121138,0.0016347882949158082,0.4997547817557626
54,0.09243364584708835,0.08583124257229632,0.0792288392975043,0.11884325894625644,0.09903604912188037,0.11884325894625644,0.001320480654958405,0.40446322461375944
55,0.01745810055865922,0.0960195530726257,0.04364525139664805,0.061103351955307264,0.07856145251396648,0.16585195530726257,0.001745810055865922,0.5356145251396649
